Book_Id,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
821774921,Free Fall in Crimson,"""McGee has become part of our national fabric."" SEATTLE POST INTELLIGENCER This time out, McGee came close to losing his status as a living legend when he agreed to track down the killers who brutally murdered an ailing millionaire. For starters, he renewed an unfinished adventure with a famous--and oversexed--Hollywood actress, who led him into a very nasty nest of murderers involving a motorcycle gang, pornographic movies, and mad balloonists. And Mcgee relearned the old lesson--that only when he came close to the edge of death was he completely alive.",['John D. MacDonald'],http://books.google.com/books/content?id=OvW3eXJ6vCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=OvW3eXJ6vCMC&printsec=frontcover&dq=Free+Fall+in+Crimson&hl=&cd=1&source=gbs_api,Random House,1/8/2013,https://play.google.com/store/books/details?id=OvW3eXJ6vCMC&source=gbs_api,"['mystery, detective, thriller']",
055321800X,Resurrection Day,An alternate-history novel in which the 1962 Cuban Crisis ends in a war which ravages the U.S. The country becomes dependent on British aid and a Boston reporter discovers a plot to transform the U.S. into a British colony.,['Brendan DuBois'],http://books.google.com/books/content?id=yetbngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=yetbngEACAAJ&dq=Resurrection+Day&hl=&cd=1&source=gbs_api,CreateSpace,8/14/2013,http://books.google.nl/books?id=yetbngEACAAJ&dq=Resurrection+Day&hl=&source=gbs_api,"['mystery, detective, thriller']",5
B000NYL476,Heaven's Edge,"Jesse Hamilton loves deeply; she loves her husband Tommy, their simple life on the island and their successful dive resort. She wants nothing more than to ride out their lives in this tranquil existence. Seth Warren loves nothing, his heart damaged and scarred years ago. And he wants it all; women, wealth and a life free of commitments and complications. When their lives collide, mysteries of the past force the pair on a quest in search of ancient treasure, self-forgiveness and the opportunity for a second chance. Will she be able to protect herself from becoming another victim in his wake?",['Kathleen Harrison'],http://books.google.com/books/content?id=G8-uAzEJTe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=G8-uAzEJTe4C&pg=PA141&dq=Heaven%27s+Edge&hl=&cd=1&source=gbs_api,AuthorHouse,2009-04,http://books.google.nl/books?id=G8-uAzEJTe4C&dq=Heaven%27s+Edge&hl=&source=gbs_api,"['mystery, detective, thriller']",3
792723287,Assassin of Gor,"Welcome to Gor, a parallel Earth where social norms are exotic and the way of life is brutal. In the fifth book in the Gorean Saga, the deadly assassin Kuurus is intent on a bloody mission of vengeance. His adventure takes him from the caste of the pleasure‑slaves, who are rigorously trained in the rules and techniques of sexual ecstasy, to the brutal arenas where humans participate in deadly hand‑to‑hand combat. He witnesses violence, conflict, and uncertainty, as the inhabitants of Counter‑Earth are forced to confront their destinies . . . no matter how exalted or debased. Rediscover this brilliantly imagined world where men are masters and women live to serve their every desire.",['John Norman'],http://books.google.com/books/content?id=OvN2oAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=OvN2oAEACAAJ&dq=Assassin+of+Gor&hl=&cd=1&source=gbs_api,Open Road Media Sci-Fi & Fantasy,2014-05,http://books.google.nl/books?id=OvN2oAEACAAJ&dq=Assassin+of+Gor&hl=&source=gbs_api,"['mystery, detective, thriller']",
747558132,martina,"De Logans & De Liefde Al generaties lang wordt de familie Logan geplaagd door een vloek. Zakelijk gezien gaat het hun voor de wind, maar in de liefde hebben ze geen geluk. Tot nog toe, althans... (1) BROCK - Brock Logan gelooft heilig in de familievloek sinds zijn vrouw hem en hun tweeling in de steek liet. Dus wanneer Felicity Chambeau zijn leven binnen wandelt, en ook nog eens mede-eigenaar van de ranch blijkt te zijn, blijft hij uit pure voorzichtigheid op een afstand. Hoe hevig ze hem ook fascineert... (2) TYLER - Kinderarts Tyler Logan gaat het vrouwelijk schoon niet uit de weg, vloek of geen vloek. Zijn hart heeft hij toch al verpand: aan de kinderafdeling van het ziekenhuis. Hij snapt dan ook niet waarom pr-specialist Jill Hershey hem zo intrigeert. Haar passie voor haar vak raakt hem, maar íets aan haar zit hem dwars... (3) MARTINA - Martina Logan lijkt de vloek zelfs in de k aart te spelen door uitgerekend met Noah Coltrane een kind te krijgen. Zodra haar broers het horen, laait de oeroude vete tussen de twee families weer op. Martina moet beloven bij hem uit de buurt te blijven, maar zó gemakkelijk laat Noah zich zijn geluk niet afnemen...",['Leanne Banks'],http://books.google.com/books/content?id=GQbwAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=GQbwAAAAQBAJ&printsec=frontcover&dq=martina&hl=&cd=1&source=gbs_api,Harlequin Holland,8/13/2013,https://play.google.com/store/books/details?id=GQbwAAAAQBAJ&source=gbs_api,"['mystery, detective, thriller']",
B000OVX7JG,Sights Unseen,A young girl in a small town named Bend of the River Road struggles to understand her mentally disturbed mother and preserve their relationship,['Kaye Gibbons'],http://books.google.com/books/content?id=nY_cMu3EK04C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=nY_cMu3EK04C&q=Sights+Unseen&dq=Sights+Unseen&hl=&cd=1&source=gbs_api,Macmillan Reference USA,1995,http://books.google.nl/books?id=nY_cMu3EK04C&dq=Sights+Unseen&hl=&source=gbs_api,"['mystery, detective, thriller']",
B000QAGXMI,By Love Undone,"Scandal's daughter . . . Madeleine Willits was shunned by London society for a scandal that was no fault of hers, and forced to seek a paid position in the country. So when Quinlan Bancroft, Marquis of Warefield, comes to direct the household during his uncle's illness, Maddie is determined to detest the nobleman on sight. But though the marquis is easy to dislike, the man himself is a different matter. Small wonder, then, that Maddie quite forgets herself when he enfolds her in a sweet embrace . . . Meets the noble lord . . . Caught kissing his uncle's lovely young companion, Quinlan feels he should make amends, and uses his rank to re-establish Miss Willits in society. Unfortunately, it is soon apparent that Maddie has no idea how to resist importunate young rakes who deem her ripe for the plucking. But Maddie knows there is only one rake whose attentions she truly needs to fear—because only Quinlan Bancroft possesses the power to break her heart.",['Suzanne Enoch'],http://books.google.com/books/content?id=b9lULujlKAUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=b9lULujlKAUC&printsec=frontcover&dq=By+Love+Undone&hl=&cd=1&source=gbs_api,Harper Collins,10/6/2009,https://play.google.com/store/books/details?id=b9lULujlKAUC&source=gbs_api,"['mystery, detective, thriller']",10
B000U2H696,A Girl Called Thursday,"A terrifically compelling wartime story of love and loss from the author of A SONG AT TWILIGHT. Born at the eleventh hour on the eleventh day of the eleventh month in 1918, Mary and Walter Tilford's baby daughter is named Thursday. It was meant to be a message of hope for the future - but they could not foresee that by the time Thursday celebrated her twenty-first birthday, Britain would once again be at war with Germany. Thursday is determined to help in the war effort and volunteers as a Red Cross Voluntary Aid Detachment nurse. She is attached to the Royal Navy, and begins her service at Haslar Hospital on the shores of Portsmouth Harbour. The realities of war are brought home to her when the casualties begin to arrive from Dunkirk and Thursday begins to understand the true meaning of courage. While experiencing all the natural hopes and dreams of any young woman, finding pleasure and joy as well as sorrow in her work, Thursday is given her own opportunity to show strength and bravery in the face of war - and find a lasting love.",['Lilian Harry'],http://books.google.com/books/content?id=FblsH5yzC98C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=FblsH5yzC98C&printsec=frontcover&dq=A+Girl+Called+Thursday&hl=&cd=1&source=gbs_api,Hachette UK,8/19/2010,https://play.google.com/store/books/details?id=FblsH5yzC98C&source=gbs_api,"['mystery, detective, thriller']",4
380798859,Sisterchicks on the Loose! (Sisterchicks Series #1),Women friends in Finland love each other like sisters and share in each other triumphs and tragedies.,['Robin Jones Gunn'],http://books.google.com/books/content?id=ppmCChSdhEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ppmCChSdhEQC&q=Sisterchicks+on+the+Loose!+(Sisterchicks+Series&dq=Sisterchicks+on+the+Loose!+(Sisterchicks+Series&hl=&cd=1&source=gbs_api,,2004,http://books.google.nl/books?id=ppmCChSdhEQC&dq=Sisterchicks+on+the+Loose!+(Sisterchicks+Series&hl=&source=gbs_api,"['mystery, detective, thriller']",2
752851489,Where Two Ways Met,"Wanneer het vliegtuig waarin Dawn zich bevindt naar beneden stort en ze denkt dat haar laatste uur geslagen heeft, realiseert ze zich verbijsterd dat ze niet aan haar echtgenoot of tienerdochter denkt, maar aan een onbegaan pad van 15 jaar geleden. Dawn overleeft de crash en begint met een zoektocht naar antwoorden over de weg die ze zo lang geleden achter zich heeft gelaten. Nu het lot haar een tweede kans biedt, lijkt ze niet meer zo zeker van de keuzes die ze heeft gemaakt. Terwijl de twee verschillende uitkomsten zich aandienen, steken ook de weggestopte twijfels en geheimen de kop op...",['Jodi Picoult'],http://books.google.com/books/content?id=j_QLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=j_QLEAAAQBAJ&pg=PP1&dq=Where+Two+Ways+Met&hl=&cd=1&source=gbs_api,Overamstel Uitgevers,5/20/2021,https://play.google.com/store/books/details?id=j_QLEAAAQBAJ&source=gbs_api,"['mystery, detective, thriller']",11
1590521986,WIND RIDER'S OATH,"Journeying to the Sothoii Wind Plain as a representative of the War God, Bahzell is selected to become the first hradani windrider in history, an honor that brings as much resentment as respect and a situation that is complicated by the plots of the goddess Shigu, the Queen of Hell, and her supporters and the romantic overtures of Baron Tellian's daughter.",['David Weber'],http://books.google.com/books/content?id=8Lm5DjIkvecC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=8Lm5DjIkvecC&printsec=frontcover&dq=WIND+RIDER%27S+OATH&hl=&cd=1&source=gbs_api,Baen Books,5/4/2004,http://books.google.nl/books?id=8Lm5DjIkvecC&dq=WIND+RIDER%27S+OATH&hl=&source=gbs_api,"['mystery, detective, thriller']",
B000JPK0II,"Colt Terry, Green Beret (Williams-Ford Texas A&M; University Military History Series)","Roman over de levenslange vriendschap tussen twee echtparen Nawoord Jane Smiley TEN TIJDE VAN DE GROTE DEPRESSIE ontmoeten twee jonge stellen elkaar voor het eerst. Charity en Sally zijn in verwachting, Sid en Larry werken beiden aan de faculteit Engels van de Universiteit van Wisconsin. Een levenslange vriendschap is geboren. Bijna vier decennia lang delen de echtparen lief en leed. Wat behouden blijft, geschreven vanuit het perspectief van de oude Larry, is een roman die uitblinkt in stil realisme en een diep mededogen, waaruit de levenswijsheid blijkt van de auteur, die het boek - zijn laatste roman - op 78- jarige leeftijd schreef. WALLACE STEGNER (1909-1993) was historicus, milieuactivist en auteur van een bijzonder omvangrijk oeuvre, waaronder klassieke romans als Angle of Repose (Pulitzer Prize 1972), The Spectator Bird (National Book Award 1977) en Recapitulation (1979). In 1980 ontving hij de eerste Robert Kirsch Award, voor zijn bijdrage aan de Amerikaanse letteren. 'Een wonderbaarlijk boek, geschreven met de wijsheid van ouderen, maar zonder oud te lijken. Een roman met een immens narratieve kracht' THE INDEPENDENT 'Een magnifiek gecomponeerde roman die bruist van levenswijsheid' THE WASHINGTON POST",['Wallace Stegner'],http://books.google.com/books/content?id=B70ZBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=B70ZBAAAQBAJ&printsec=frontcover&dq=Colt+Terry,+Green+Beret+(Williams-Ford+Texas+A&hl=&cd=1&source=gbs_api",Overamstel Uitgevers,2/15/2015,https://play.google.com/store/books/details?id=B70ZBAAAQBAJ&source=gbs_api,"['mystery, detective, thriller']",7
B000OV7IAK,Holding On to Your Dreams,London 1899. Gertrude Melrose is preparing for a New Year party when her brother enters her room. She knows he wants money from her and refuses at once. She loves her brother but he is in with a disreputable crowd and losing heavily at the gaming tables. He has already gambled away his inheritance and she cannot allow him to do that with hers. A few days later the Melrose family are devastated when demands are made on them to settle Edward's huge debts. It will mean the loss of their house and almost everything they own. Edward is disowned by his father and banished from their lives.,['Beryl Matthews'],http://books.google.com/books/content?id=Vvf5CAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Vvf5CAAAQBAJ&pg=PT248&dq=Holding+On+to+Your+Dreams&hl=&cd=1&source=gbs_api,Allison & Busby,5/21/2015,https://play.google.com/store/books/details?id=Vvf5CAAAQBAJ&source=gbs_api,"['mystery, detective, thriller']",
1585443735,Hot Gossip (Black Lace),"Suzy Whitbread packs in her job at a beauty salon and returns to the rural English village where she grew up. As a teenager the locals frowned on her close relationship with Clifton McKenna, father of her best friend and master of the local hunt. Clifton used to be in control of everything, including Suzy's burgeoning sexuality, but now he is confined to a wheelchair after a riding accident. Suzy is determined to help him recover while his overbearing wife is on an extended vacation, and they are soon playing out scenes of exquisite sexual torment in Clifton's luxury mansion. As if this were not reason enough for some very hot gossip, the McKenna's son has become embroiled with a girl from the traveller community. It is only a matter of time before a furious Mrs McKenna will return from her holiday to find all hell has broken loose.",['Savannah Smythe'],http://books.google.com/books/content?id=5cya3ryyHeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=5cya3ryyHeMC&dq=Hot+Gossip+(Black+Lace)&hl=&cd=1&source=gbs_api,Random House,7/20/2010,https://play.google.com/store/books/details?id=5cya3ryyHeMC&source=gbs_api,"['mystery, detective, thriller']",
1561677698,Tales of the Witch World 2,,['Andre Norton'],,http://books.google.nl/books?id=JpCBAAAACAAJ&dq=Tales+of+the+Witch+World+2&hl=&cd=1&source=gbs_api,,1989,http://books.google.nl/books?id=JpCBAAAACAAJ&dq=Tales+of+the+Witch+World+2&hl=&source=gbs_api,"['mystery, detective, thriller']",
352338806,Lady Into Fox,"A beloved wife is unaccountably transformed into a fox in this modern folktale. Humor, fantasy, allegory, and realism combine in a portrait of a husband's devotion and a woman's struggle to maintain her humanity.",['David Garnett'],http://books.google.com/books/content?id=hYaPAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=hYaPAQAAQBAJ&printsec=frontcover&dq=Lady+Into+Fox&hl=&cd=1&source=gbs_api,Courier Corporation,2013,https://play.google.com/store/books/details?id=hYaPAQAAQBAJ&source=gbs_api,"['mystery, detective, thriller']",
812500806,Diccionario de los sueos (Spanish Edition),"`Ik heet August, en ik ga niet beschrijven hoe ik eruitzie. Wat je ook denkt, ik weet bijna zeker dat het erger is. Auggie Pullman is geboren met een gezichtsafwijking, en ook na veel operaties ziet hij er nog heel ongewoon uit. Hij doet zijn best niet op te vallen, maar mensen schrikken als ze hem zien, en ze staren of kijken weg. Als hij tien is gaat hij voor het eerst naar een gewone school. Auggie is bang dat hij niet geaccepteerd zal worden, en hij krijgt gelijk. Zijn klasgenoten negeren hem en sommigen beginnen hem te pesten. Maar er is één meisje dat zich niet door Auggies uiterlijk laat afschrikken... Wonder is het eerste boek van R.J. Palacio en het is meteen een enorm succes. In Amerika was Wonder hét boek van het jaar en begonnen lezers campagnes tegen pesten. Het boek verschijnt in meer dan vijfentwintig landen. `Wonder heeft de kracht om het hart te raken en gedachten te veranderen. The Guardian `Een prachtig en grappig verhaal dat je soms ook tot tranen roert. The Wall Street Journal `Een zeldzaam pareltje, prachtig geschreven en met personages die zich nestelen in je geheugen en in je hart. Amazon.com",['R.J. Palacio'],http://books.google.com/books/content?id=iZt3AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=iZt3AAAAQBAJ&printsec=frontcover&dq=Diccionario+de+los+sueos+(Spanish+Edition)&hl=&cd=1&source=gbs_api,Singel Uitgeverijen,2/14/2013,https://play.google.com/store/books/details?id=iZt3AAAAQBAJ&source=gbs_api,"['mystery, detective, thriller']",4
1419129058,Three Wishes,"Ze zeggen dat ongeluk altijd in drieën komt, voor de zussen Lyn, Cat en Gemma Kettle, is dit in het jaar dat ze 33 worden niet anders. Lyn heeft moeite om de juiste balans te vinden tussen het moederschap, haar werk en haar huwelijk. Cat, die al haar vrienden jaloers maakt met haar perfecte huwelijk, heeft niet in de gaten dat haar man een geheim verbergt dat haar leven op zijn kop zal zetten. En Gemma, die maar niet weet wat ze wil, verandert elke paar maanden van baan én van vriend, al heeft ze nu een man ontmoet bij wie ze weleens rust zou kunnen vinden. In deze turbulente tijden is de band tussen de drie zussen sterk genoeg om alles samen te doorstaan. Tot de avond van hun vierendertigste verjaardag. Tijdens een etentje worden onthullingen gedaan en dingen uitgesproken, die niet meer terug te nemen zijn... ‘Grappig en dramatisch, met sprankelende personages. Een traktatie.’ – Sunday Mirror",['Liane Moriarty'],http://books.google.com/books/content?id=NXAsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=NXAsDwAAQBAJ&printsec=frontcover&dq=Three+Wishes&hl=&cd=1&source=gbs_api,A.W. Bruna Uitgevers,10/10/2017,https://play.google.com/store/books/details?id=NXAsDwAAQBAJ&source=gbs_api,"['mystery, detective, thriller']",1
738703133,Human Landscapes from My Country: An Epic Novel in Verse,"Written in free verse and employing such cinematic techniques as flashbacks, pans, zooms, dissolves, and jump cuts, this stunning 17,000 line novel in verse traces the fortunes of men and women during Turkey's change from an Islamic empire to a secular republic and exemplifies his vision of life as a communal experiment in creating a world in the image of our dreams.",['Nazim Hikmet'],http://books.google.com/books/content?id=a7NBNQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=a7NBNQAACAAJ&dq=Human+Landscapes+from+My+Country:+An+Epic+Novel+in+Verse&hl=&cd=1&source=gbs_api,,12/16/2008,http://books.google.nl/books?id=a7NBNQAACAAJ&dq=Human+Landscapes+from+My+Country:+An+Epic+Novel+in+Verse&hl=&source=gbs_api,"['mystery, detective, thriller']",
738813192,"The mystery of the Boule cabinet,: A detective story,","I have no very clear remembrance of what happened after that. The shock was so great that I had just strength enough to totter to a chair and drop into it, and sit there staring vaguely at that dark splotch on the carpet. I told myself that I was the victim of a dreadful nightmare; that all this was the result of over-wrought nerves and that I should wake presently. No doubt I had been working too hard. I needed a vacation—well, I would take it…. And all the time I knew that it was not a nightmare, but grim reality; that Philip Vantine was dead—killed by a woman. Who had told me that? And then I remembered the sobbing voice…. Two or three persons came into the room—Parks and the other servants, I suppose; I heard Godfrey's voice giving orders; and finally someone held a glass to my lips and commanded me to drink. I did so mechanically; coughed, spluttered, was conscious of a grateful warmth, and drank eagerly again. And then I saw Godfrey standing over me. ""Feel better?"" he asked. I nodded.",['Burton Egbert Stevenson'],http://books.google.com/books/content?id=-FzSCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=-FzSCgAAQBAJ&printsec=frontcover&dq=The+mystery+of+the+Boule+cabinet,:+A+detective+story,&hl=&cd=1&source=gbs_api",谷月社,10/29/2015,https://play.google.com/store/books/details?id=-FzSCgAAQBAJ&source=gbs_api,"['mystery, detective, thriller']",
892552735,Mercy,"Mercy is een prachtige roman over twee heel verschillende vrouwen. Het is tevens het verhaal van het hedendaagse Afrika - van koffieplantages en witte stranden, en van burgeroorlogen en aids. De sprankelende Mercy is een forse Afrikaanse vrouw met een grote mond en een gouden hart. Ze werkt als huishoudster bij Anna, een buitenlandse correspondente die te veel drinkt en te weinig doel heeft in haar leven. Mercy is een schitterend verhaal over deze twee tegendraadse vrouwen die met elkaar botsen, maar elkaar ook nodig hebben. '",['Lara Santoro'],http://books.google.com/books/content?id=XfAvAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=XfAvAgAAQBAJ&pg=PT55&dq=Mercy&hl=&cd=1&source=gbs_api,Atlas Contact,10/20/2010,http://books.google.nl/books?id=XfAvAgAAQBAJ&dq=Mercy&hl=&source=gbs_api,"['mystery, detective, thriller']",
B0006AKK2M,O De Odio/O is for Outlaw (Coleccion Andanzas) (Spanish Edition),"Nadat zijn relatie op de klippen is gelopen, verhuist Frank van Canberra naar het huisje van zijn grootouders aan de oostkust. Hij wil zijn gewelddadige jeugd en de slechte relatie met zijn vader vergeten. In het kleine dorp midden in de overweldigende Australische natuur lukt het hem een nieuw leven op te bouwen. Frank maakt zelfs vrienden: zijn buren en vooral hun zevenjarige dochtertje Sal. Maar het is niet eenvoudig om het verleden te vergeten en na verloop van tijd gaat Frank in Sydney op zoek naar zijn vader Leon. Leon is in de jaren vijftig en zestig opgegroeid als zoon van een getraumatiseerde oorlogsveteraan. Dan krijgt Leon een oproep voor dienst in de Vietnamoorlog. Hij is er getuige van vreselijke dingen en raakt na zijn terugkeer naar Australie aan lager wal. Als Frank na de zoektocht naar zijn vader Leon terugkomt in zijn dorp, blijkt zijn huisje vernield te zijn. Buurmeisje Sal wordt vermist en Frank wordt verdacht van moord. De problemen uit zijn jeugd, waarvoor hij op de vlucht is, hebben plaatsgemaakt voor nieuwe problemen.",['Evie Wyld'],http://books.google.com/books/content?id=EeMvAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=EeMvAgAAQBAJ&printsec=frontcover&dq=O+De+Odio/O+is+for+Outlaw+(Coleccion+Andanzas)+(Spanish+Edition)&hl=&cd=1&source=gbs_api,Ambo|Anthos,4/13/2011,http://books.google.nl/books?id=EeMvAgAAQBAJ&dq=O+De+Odio/O+is+for+Outlaw+(Coleccion+Andanzas)+(Spanish+Edition)&hl=&source=gbs_api,"['mystery, detective, thriller']",
553289721,Taming Rafe,"Only she can satisfy . . . When Rafe Bancroft wins Forton Hall in acard game, this rogue finds himself saddledwith responsibility he cannot wait to foist off.The sooner he can sell the blasted estate,the sooner he can be off on his next adventure.Yet he doesn't count on running into the veryalluring Felicity Harrington, who ignitesan all-consuming desire in him quitelike no other woman. His restless desire . . . Felicity is enraged to learn that Rafe is nowin charge of her ancestral home. Vowing torescue herself and her family from ruin at thehands of the handsome rake, Felicity mustdevise a plan. But she is distracted by thoughtsof what it would feel like to kiss her irresistible enemy—an enemy who can bring her thegreatest downfall . . . or themost exquisite passion.",['Suzanne Enoch'],http://books.google.com/books/content?id=DCVou9aWth8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=DCVou9aWth8C&printsec=frontcover&dq=Taming+Rafe&hl=&cd=1&source=gbs_api,Harper Collins,10/13/2009,https://play.google.com/store/books/details?id=DCVou9aWth8C&source=gbs_api,"['mystery, detective, thriller']",
8483101351,Defiant Pose,,['Stewart Home'],,http://books.google.nl/books?id=o8j_zgEACAAJ&dq=Defiant+Pose&hl=&cd=1&source=gbs_api,,2016,http://books.google.nl/books?id=o8j_zgEACAAJ&dq=Defiant+Pose&hl=&source=gbs_api,"['mystery, detective, thriller']",1
380798867,A Tree Grows in Brooklyn,A young girl from an impoverished family comes of age in Brooklyn at the turn of the twentieth century.,['Betty Smith'],http://books.google.com/books/content?id=Sn2IyeVuVK0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Sn2IyeVuVK0C&dq=A+Tree+Grows+in+Brooklyn&hl=&cd=1&source=gbs_api,Random House,1992-09,http://books.google.nl/books?id=Sn2IyeVuVK0C&dq=A+Tree+Grows+in+Brooklyn&hl=&source=gbs_api,"['mystery, detective, thriller']",
720608287,His Lordship's Holiday Surprise (Zebra Regency Romance),"When Miss Augusta Oglethorpe arrives on his doorstep, searching for her sister Clarissa who has left behind her three young children, the Marquess of Ardath offers his assistance and, while trying to find Clarissa and caring for her delighful children, discovers a love to last a lifetime with Augusta. Original.",['Kate Huntington'],http://books.google.com/books/content?id=Y3HoyyWwaFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Y3HoyyWwaFwC&q=His+Lordship%27s+Holiday+Surprise+(Zebra+Regency+Romance)&dq=His+Lordship%27s+Holiday+Surprise+(Zebra+Regency+Romance)&hl=&cd=1&source=gbs_api,Zebra Books,2003,http://books.google.nl/books?id=Y3HoyyWwaFwC&dq=His+Lordship%27s+Holiday+Surprise+(Zebra+Regency+Romance)&hl=&source=gbs_api,"['mystery, detective, thriller']",
B000NWO8CG,Spacial Delivery,"In the good old days they gave you a suit of armour and a mighty steed to rescue a maiden in distress. But John Tardy didn't know about this battle until he was in it. No suit of armor, no magnificent charger. He'd have been happy just to arrive on his own two feet, or any way other than as a package labeled ""Spacial Delivery.""",['Gordon R Dickson'],http://books.google.com/books/content?id=EspoGxORgAQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=EspoGxORgAQC&printsec=frontcover&dq=Spacial+Delivery&hl=&cd=1&source=gbs_api,Hachette UK,9/29/2011,https://play.google.com/store/books/details?id=EspoGxORgAQC&source=gbs_api,"['mystery, detective, thriller']",2
082177493X,The Betrayers (A Matt Helm Suspense Novel),"When a rogue agent tries to start a war, Matt Helm arrives in Hawaii to stop him and must also contend with a mysterious woman who claims she is the agent's sister-in-law. Original.",['Donald Hamilton'],http://books.google.com/books/content?id=zNLMnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=zNLMnQEACAAJ&dq=The+Betrayers+(A+Matt+Helm+Suspense+Novel)&hl=&cd=1&source=gbs_api,Titan Books,6/10/2014,http://books.google.nl/books?id=zNLMnQEACAAJ&dq=The+Betrayers+(A+Matt+Helm+Suspense+Novel)&hl=&source=gbs_api,"['mystery, detective, thriller']",
