Book_Id,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
595344550,Whispers of the Wicked Saints,"Julia Thomas finds her life spinning out of control after the death of her husband, Richard. Julia turns to her minister for comfort when she finds herself falling for him with a passion that is forbidden by the church. Heath Sparks is a man of God who is busy taking care of his quadriplegic wife who was seriously injured in a sever car accident. In an innocent effort to reach out to a lonely member of his church, Heath finds himself as the man and not the minister as Heath and Julia surrender their bodies to each other and face the wrath of God. Julia finds herself in over her head as she faces a deadly disease, the loss of her home and whispers about her wicked affair. Julia leaves the states offering her body as a living sacrifice in hopes of finding a cure while her heart remains thousands of miles away hoping to one day reunite with the man who holds it hostage.Whispers of the Wicked Saints is a once in a lifetime romance that is breath taking, defying all the rules of romance and bending the laws of love.",['Veronica Haddon'],http://books.google.com/books/content?id=aRSIgJlq6JwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=aRSIgJlq6JwC&dq=Whispers+of+the+Wicked+Saints&hl=&cd=1&source=gbs_api,iUniverse,2005-02,http://books.google.nl/books?id=aRSIgJlq6JwC&dq=Whispers+of+the+Wicked+Saints&hl=&source=gbs_api,['Fiction'],
908968000,Gold and greenstone,"Sally did most things better than men but it was difficult to get a job in a recession. Then she teamed up with an unlikely character and entered a world of hard work, gold-fever and adventure.",['Barry Crump'],,http://books.google.nl/books?id=I5NOAQAACAAJ&dq=Gold+and+greenstone&hl=&cd=1&source=gbs_api,,2009,http://books.google.nl/books?id=I5NOAQAACAAJ&dq=Gold+and+greenstone&hl=&source=gbs_api,['Fiction'],
158322047X,The Forbidden Stories of Marta Veneranda,"Marta Veneranda, a Latina neoyorkina, finds that she inspires the confessional in people. In fact, when people come to her, they feel the need to reveal their most embarrassing and shameful stories. And through these reluctantly told tales, where characters enter and leave each other's narrations, Rivera-Valdes revisits and questions our most basic behavioral assumptions. In ""Little Poisons,"" the narrator shares with Marta the minutiae of her self-help book–assisted liberation from her philandering husband, whom she will eventually poison to death, and whose mistress she will befriend: ""In the fifteen years of marriage he would tell me everything, even about his sexual escapades-if he couldn't share them with me, who would he share them with? Besides, that way no one could come running to me spreading rumors."" Beneath the humor is a dead-serious scrutiny of the commingling of Anglo and Latino cultures. At heart, the stories are an exposé of the comforts and discomforts of that cohabitation.",['Sonia Rivera-Valdes'],http://books.google.com/books/content?id=A7aYbAvagu8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=A7aYbAvagu8C&printsec=frontcover&dq=The+Forbidden+Stories+of+Marta+Veneranda&hl=&cd=1&source=gbs_api,Seven Stories Press,3/6/2001,http://books.google.nl/books?id=A7aYbAvagu8C&dq=The+Forbidden+Stories+of+Marta+Veneranda&hl=&source=gbs_api,['Fiction'],
037316677X,"Eight Men And A Lady (Elizabeth Sinclair, Harlequin American Romance, No. 677)","Eight Men And A Lady by Elizabeth Sinclair released on Mar 25, 1997 is available now for purchase.",['Elizabeth Sinclair'],http://books.google.com/books/content?id=Z6uzJgLWViUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=Z6uzJgLWViUC&q=Eight+Men+And+A+Lady+(Elizabeth+Sinclair,+Harlequin+American+Romance,+No.+677)&dq=Eight+Men+And+A+Lady+(Elizabeth+Sinclair,+Harlequin+American+Romance,+No.+677)&hl=&cd=1&source=gbs_api",Harlequin Treasury-Harlequin American Romance 90s,1997,"http://books.google.nl/books?id=Z6uzJgLWViUC&dq=Eight+Men+And+A+Lady+(Elizabeth+Sinclair,+Harlequin+American+Romance,+No.+677)&hl=&source=gbs_api","['Fiction, contemporary romance']",
B000PHTCGG,Seance,"Mysterieus, duister en passioneel Londen, 19de eeuw. Dr. Francis Whitman, ooit een gevierd chemicus, wordt door een journalist gevraagd om een seance bij te wonen van het lokale fenomeen Elizabeth Archer. Zijn opdracht is om op wetenschappelijke wijze aan te tonen dat dit spirituele medium een oplichtster is. Het feit dat Miss Archer nooit in één ruimte te zien is met de geest die ze oproept en dat ze als twee druppels water op elkaar lijken, maakt het werk van Dr. Whitman aanvankelijk eenvoudig. Maar niets is wat het lijkt, vooral wanneer er een dodelijk slachtoffer valt... Seance is een duistere, historische thriller waarin passie, gruwel en spanning naadloos in elkaar worden verweven; een spannende roman in de Angelsaksische traditie.",['Kevin Valgaeren'],http://books.google.com/books/content?id=BiOTCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=BiOTCwAAQBAJ&printsec=frontcover&dq=Seance&hl=&cd=1&source=gbs_api,Lannoo Meulenhoff - Belgium,2/13/2016,https://play.google.com/store/books/details?id=BiOTCwAAQBAJ&source=gbs_api,['Fiction'],
B000KBH818,Trouble on Titan,"When Tuck Benedict and David Torm faced each other on the bleak and frigid face of Titan, Saturn's sixth moon, they represented, literally, the opposite ends of the universe. For in the twenty-second century, Tuck represented the rich and easy civilization of an Earth that had grown luxurious by utilizing solar energy through a catalytic mineral produced in Titan's grim mines. David Torm, whose ancestors had been exiled to Titan centuries before, stood for the hardened Titan colonists who huddled beneath their airtight dome to mine the metal responsible for Earth's prosperity. Meeting on the eve on an open revolt by the Titan miners against Earth's authority, these two teen-agers found grounds for friendship that their bickering fathers could never see.",['Alan Nourse'],,http://books.google.nl/books?id=dyUMOQAACAAJ&dq=Trouble+on+Titan&hl=&cd=1&source=gbs_api,Ace Books,1986,http://books.google.nl/books?id=dyUMOQAACAAJ&dq=Trouble+on+Titan&hl=&source=gbs_api,"['science fiction, young adult']",1
B000N7612G,The Food Of Love,"Een heerlijke roman over culinaire verleiding Zijn Italiaanse mannen echt zulke goede minnaars? De Amerikaanse Laura, studente kunstgeschiedenis in Roma, heeft andere ervaringen. Een vriendin suggereert dat ze op zoek moet gaan naar een chef-kok; een man die goed kan koken zal ongetwijfeld ook een goede minnaar zijn. Laura ontmoet de onweerstaanbare Tomasso, die bij het exclusieve restaurant Templi werkt. Tomasso verzwijgt echter dat hij slechts ober is – en dat de verlegen Bruno de chef-kok is die meest sensuele gerechten voor haar bereidt… Anthony Capella is naast auteur ook een fervent reiziger en amateurkok. Hij is tevens auteur van Dansen op de vulkaan en De koffiehandelaar. Hij woont in Oxfordshire met zijn gezin.",['Anthony Capella'],http://books.google.com/books/content?id=pyFZAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pyFZAgAAQBAJ&printsec=frontcover&dq=The+Food+Of+Love&hl=&cd=1&source=gbs_api,Boekerij,12/17/2013,http://books.google.nl/books?id=pyFZAgAAQBAJ&dq=The+Food+Of+Love&hl=&source=gbs_api,"['Fiction, romance, contemporary, chick lit']",
688071643,Perry Mason in the Case of Too Many Murders,"A Los Angeles businessman kills his dinner companion and is himself murdered minutes later, leaving his estranged wife, the prime suspect in the case, to contact Perry Mason for help",['Thomas Chastain'],http://books.google.com/books/content?id=oOdmGU8i_H8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=oOdmGU8i_H8C&q=Perry+Mason+in+the+Case+of+Too+Many+Murders&dq=Perry+Mason+in+the+Case+of+Too+Many+Murders&hl=&cd=1&source=gbs_api,Avon Books,1990-07,http://books.google.nl/books?id=oOdmGU8i_H8C&dq=Perry+Mason+in+the+Case+of+Too+Many+Murders&hl=&source=gbs_api,"['Fiction, mystery, crime']",2
312940416,Cascade Point,"This collection of fifteen science fiction tales features the Hugo Award-winning title story and includes the never-before-published ""Not Always The Strong""",['Timothy Zahn'],,http://books.google.nl/books?id=ZJAVAAAACAAJ&dq=Cascade+Point+and+Other+Stories&hl=&cd=1&source=gbs_api,St Martins Press,1986,http://books.google.nl/books?id=ZJAVAAAACAAJ&dq=Cascade+Point+and+Other+Stories&hl=&source=gbs_api,"['Fiction, fantasy, science fiction']",
B000MCKQRS,Cruel and Unusual (G K Hall Large Print Book Series (Cloth)),"Wanneer er in dit achtste deel in de Kay Scarpetta-serie tien lijken worden gevonden in Amerika en Engeland, lijkt er één dader te zijn. Maar hoe kan de moordenaar op twee plekken tegelijk zijn? Onnatuurlijke dood is het achtste boek uit de bloedstollende bestsellerserie rond patholoog-anatoom Kay Scarpetta van auteur Patricia Cornwell. Deze serie, bestaande uit meer dan 20 bloedstollende crimethrillers, betekende Patricia Cornwells doorbraak als grondlegger van de pathologisch-anatomische thriller. Negen gruwelijk verminkte lijken zijn er al gevonden: vijf in Ierland en vier in Amerika. Steeds wordt het lichaam gedumpt op een vuilnisbelt en steeds worden de ledematen afgesneden. Wie pleegt deze verschrikkelijke moorden? Wanneer een tiende lijk wordt gevonden, wordt patholoog-anatoom Kay Scarpetta opgeroepen om de zaak te onderzoeken. Alles lijkt erop dat een en dezelfde dader aan het werk is, maar is er echt sprake van dezelfde dader? Kay Scarpetta en rechercheur Pete Marino ontdekken steeds meer bewijsmateriaal dat wijst op een alomvattend complot, waardoor het gehele land in gevaar is... Patricia Cornwells werk over de vrouwelijke patholoog-anatoom Scarpetta is de bestverkochte thrillerserie ter wereld; alleen in Nederland en Vlaanderen zijn er al 1,5 miljoen exemplaren verkocht. Ook werd de serie bekroond met de Edgar Award en de Gold Dagger.",['Patricia Cornwell'],http://books.google.com/books/content?id=AgckDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=AgckDwAAQBAJ&printsec=frontcover&dq=Cruel+and+Unusual+(G+K+Hall+Large+Print+Book+Series+(Cloth))&hl=&cd=1&source=gbs_api,Luitingh Sijthoff,6/1/2017,https://play.google.com/store/books/details?id=AgckDwAAQBAJ&source=gbs_api,"['Fiction, mystery, thriller']",
B000O3QCH8,From Potter's Field,"The sixth book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell. 'America's most chilling writer of crime fiction' The Times Christmas had never been a particularly good time for Dr Kay Scarpetta. Although a holiday for most, it always seem to heighten the alienation felt by society's violent fringe; and that usually means more work for Scarpetta, Virginia's Chief Medical Examiner. The body was naked, female and found propped against a fountain in a bleak area of New York's Central Park. Her apparent manner of death points to a modus operandi that is chillingly familiar: the gunshot wound to the head, the sections of skin excised from the body, the displayed corpse - all suggest that Temple Brooks Gault, Scarpetta's nemesis, is back at work. Calling on all her reserves of courage and skill, and the able assistance of colleagues Marino and Wesley, Scarpetta must track this most dangerous of killers in pursuit of survival as well as justice - heading inexorably to an electrifying climax amid the dark, menacing labyrinths of the New York subway. Praise for the groundbreaking series: 'One of the best crime writers writing today' Guardian 'Devilishly clever' Sunday Times 'The top gun in this field' Daily Telegraph 'Forget the pretenders. Cornwell reigns' Mirror 'The Agatha Christie of the DNA age' Express",['Patricia Cornwell'],http://books.google.com/books/content?id=prefgSxnGOwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=prefgSxnGOwC&printsec=frontcover&dq=From+Potter%27s+Field&hl=&cd=1&source=gbs_api,Hachette UK,9/4/2008,https://play.google.com/store/books/details?id=prefgSxnGOwC&source=gbs_api,"['mystery, fiction, crime, thriller, suspense']",19
967038693,Love Rekindled: A Novel,"Can a forsaken wife forgive her wayward husband who wants to return after years of chasing after his own pleasures? A crisis forces a fractured family to face their hurts, fears, and longings. He seems to have changed, but can his family trust him? Here's a delightfully subtle relationship story with a twist--It's told from the man's point of view.",['Candi Adermatt'],http://books.google.com/books/content?id=_KO3wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=_KO3wAEACAAJ&dq=Love+Rekindled:+A+Novel&hl=&cd=1&source=gbs_api,Cladach Pub,2004,http://books.google.nl/books?id=_KO3wAEACAAJ&dq=Love+Rekindled:+A+Novel&hl=&source=gbs_api,"['Fiction, family']",
B0007ER3UO,The Starchild Trilogy,"The mysterious being, Starchild, threatens to extinguish the Earth's sun and destroy its ruler, the Plan of Man","['Frederik Pohl', 'Jack Williamson']",http://books.google.com/books/content?id=xaF6P2cordAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=xaF6P2cordAC&q=The+Starchild+Trilogy&dq=The+Starchild+Trilogy&hl=&cd=1&source=gbs_api,,1986,http://books.google.nl/books?id=xaF6P2cordAC&dq=The+Starchild+Trilogy&hl=&source=gbs_api,"['science fiction, fantasy']",1
441006450,Poltergeist: The Legacy 01: The Hidden Saint,The ghostly visitation from a young boy killed in a terrorist bombing sends Alex Moreau on a journey to keep the child's mother from a desperate act that would endanger her own soul and unleash an evil force on the world,['Rick Hautala'],http://books.google.com/books/content?id=6WauryMq5ZEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=6WauryMq5ZEC&q=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&dq=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&hl=&cd=1&source=gbs_api,,1999,http://books.google.nl/books?id=6WauryMq5ZEC&dq=Poltergeist:+The+Legacy+01:+The+Hidden+Saint&hl=&source=gbs_api,"['Fiction, fantasy, horror']",
263834956,Sheikh (Mills & Boon Historical),"""I'd rather eat nails than bend to his will!""",['Sharon De Vita'],http://books.google.com/books/content?id=TrbvAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=TrbvAgAAQBAJ&pg=PT181&dq=Sheikh+(Mills&hl=&cd=1&source=gbs_api,HarperCollins UK,2/28/2014,https://play.google.com/store/books/details?id=TrbvAgAAQBAJ&source=gbs_api,"['Fiction, romance']",
B000NRYUHO,Edge of Danger,The action-packed new Sean Dillon novel. Master thriller writer Jack Higgins plunges his hugely popular hero into his ninth adventure – racing against time to prevent an assassination that would shock the world.,['Jack Higgins'],http://books.google.com/books/content?id=OgwoCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=OgwoCgAAQBAJ&printsec=frontcover&dq=Edge+of+Danger&hl=&cd=1&source=gbs_api,HarperCollins UK,8/27/2015,https://play.google.com/store/books/details?id=OgwoCgAAQBAJ&source=gbs_api,"['Fiction, thriller, mystery, action, adventure, suspense']",2
1902934229,Dead Sexy,"In The Still Of The Night The city is in a panic. In the still of the night, a vicious killer is leaving a trail of mutilated bodies drained of blood. A chilling M.O. that puts ex-vampire hunter Regan Delaney on the case, her gun clip packed with silver bullets, her instincts edgy. But the victims are both human and Undead, and the clues are as confusing as the vampire who may be her best ally--she hopes. . . Master of the City, Joaquin Santiago radiates supernatural power like heat from a blast furnace, but he's never met a creature like Regan Delaney. She intrigues him, fires his hunger, and unleashes his desire, but before he can enter her world, or she his, they must confront a vicious, elusive killer who is an enemy even to his own. . . ""Sexy, fast-paced, gritty, this is Amanda Ashley at her best! A must read!"" --Ronda Thompson",['Amanda Ashley'],http://books.google.com/books/content?id=AiRjAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=AiRjAwAAQBAJ&pg=PP1&dq=Dead+Sexy&hl=&cd=1&source=gbs_api,Zebra Books                   ,10/7/2013,https://play.google.com/store/books/details?id=AiRjAwAAQBAJ&source=gbs_api,"['Fiction, romance, fantasy, paranormal']",4
441006469,Shackle and Sword,"A former slave and innkeeper's son becomes a master slave and swordsman, returning to the land of his upbringing to free a queen from his old master. By the author of Leopard Lord. Original.",['Alanna Morland'],http://books.google.com/books/content?id=AQ6DTkyT0T4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=AQ6DTkyT0T4C&q=Shackle+and+Sword&dq=Shackle+and+Sword&hl=&cd=1&source=gbs_api,Tarcher,1999,http://books.google.nl/books?id=AQ6DTkyT0T4C&dq=Shackle+and+Sword&hl=&source=gbs_api,"['science fiction, fantasy']",
B000OU191K,Deadville,"In the year 1833, two young brothers journey into the Wild West to seek their fortune; little do they know they’re embarking on the adventure of their lives. Expecting to stumble upon riches as they make their way westward, sixteen-year-old Dillon Griffith and his older brother Owen instead encounter hardship after hardship in the form of Indian raids, bloodthirsty villains, robbery, and kidnapping. With the help of a Shawnee trapper and scout, a runaway slave-turned–mountain man, and a beautiful American Indian warrior, the brothers battle the unexpected setbacks and obstacles that life in the West throws their way, and endeavor to find their place on the American frontier.Packed full of riveting action, gore, and vengeance, Deadville paints a thrilling—and historically pristine—picture of life in the Old West, from the physical environment to the social and economic milieus of frontier society. Jones’s famously meticulous research, inviting literary style, and suspenseful plot succeed in transporting readers to a time when lawlessness prevailed and buffalo roamed—when the belief in Manifest Destiny took America by storm and changed the country forever.",['Robert F. Jones'],http://books.google.com/books/content?id=tHQhAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=tHQhAgAAQBAJ&printsec=frontcover&dq=Deadville&hl=&cd=1&source=gbs_api,Skyhorse,10/8/2013,https://play.google.com/store/books/details?id=tHQhAgAAQBAJ&source=gbs_api,"['Fiction, western, historical fiction']",
886770947,Days of Grass,"The free humans lived underground, secretive, like rats. Above, the world was a fearsome place for them - the open sky a terror, the night so black, and the striding machines from space so laser-flame deadly. Esther dared the open; she saw the sky; she saw the Enemy. And she was taken - captive - to the vast alien empty city. Surrounded by marvels of a science not born on earth, Esther did not know what they wanted of her. There was mystery in the city, dread in the heavens, and magic in the handsome alien man who came to her.",['Tanith Lee'],http://books.google.com/books/content?id=r2mgnCKhACYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=r2mgnCKhACYC&pg=PT16&dq=Days+of+Grass&hl=&cd=1&source=gbs_api,Hachette UK,6/24/2013,https://play.google.com/store/books/details?id=r2mgnCKhACYC&source=gbs_api,"['Fiction, science fiction, fantasy, dystopia']",3
158820863X,Musings of an Eccentric Dreamer,"In het koninkrijk Alban gaat het volk gebukt onder het schrikbewind van koning Keldec. Het gebruik van magie is er verboden. Contact met een van de vele magische wezens die het land bevolken, wordt steeds vaker met de dood bestraft. De vijftienjarige Neryn is samen met haar vader op de vlucht voor de krijgers van Keldec. Dan gebeurt er iets verschrikkelijks. Haar vader ondergaat als het ware een gedaanteverwisseling, en vóór het goed en wel tot Neryn doordringt, wordt ze door hem verspeeld in een illegaal dobbelspel. Neryn rest geen andere keuze dan zich te schikken naar de wensen van de geheimzinnige onbekende die nu haar heer en meester is. Maar er is hoop. Neryn ontdekt dat zij beschikt over een unieke gave, een onverwacht talent dat haar het doelwit maakt van verschillende partijen, onder wie de trawanten van Keldec. En dat talent komt maar wat van pas als Neryn het vluchten zat is en besluit terug te vechten...",['Juliet Marillier'],http://books.google.com/books/content?id=5ccvAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=5ccvAgAAQBAJ&printsec=frontcover&dq=Musings+of+an+Eccentric+Dreamer:+An+Anthology+of+Love+Poetry&hl=&cd=1&source=gbs_api,Luitingh Sijthoff Fantasy,7/11/2012,https://play.google.com/store/books/details?id=5ccvAgAAQBAJ&source=gbs_api,['Fiction'],
B000JX1Y30,Riverworld ,"Three stories of a world shared by resurrected humans from all times and places—plus ten more tales by the Hugo Award–winning author of the World of Tiers series. On author Philip José Farmer’s Riverworld, humans from every era and culture have been simultaneously resurrected. Ancient Hebrews, medieval warriors, Spanish Inquisitors, and modern Americans intermingle in this strange new environment, but many still cling to old prejudices. Tom Mix, a silent-film star originally from early-twentieth-century Earth, is journeying among the vast population along the millions of miles of the River, in search of familiar faces from his own time. He’s been traveling the River for five years and believes people are starting to change. But when he’s entangled in a brutal clash between states, he discovers that some are slow to let go of the ideas that ruled them on Earth. This volume includes the novelette “Riverworld,” along with two additional Riverworld tales and ten other short stories, all strange, clever, and profound. Farmer’s explorations of the wonderful and bizarre—from a portrayal of Jesus and Satan as cowpokes to a reimagining of Edgar Rice Burroughs’s Tarzan in the style of William Burroughs—plunge the reader into “one of the most imaginative worlds in science fiction” (Booklist). This ebook includes“Riverworld,” “J. C. on the Dude Ranch,” “The Volcano,” “The Henry Miller Dawn Patrol,” “The Problem of Sore Bridge—Among Others,” “Brass and Gold (or Horse and Zeppelin in Beverly Hills),” “The Jungle Rot Kid on the Nod,” “The Voice of the Sonar in My Vermiform Appendix,” “Monolog,” “The Leaser of Two Evils,” “The Phantom of the Sewers,” “Up the Bright River,” “Crossing the Dark River,” and Philip JosFarmer’s article on the making of Riverworld, “The Source of the River.”",['Philip José Farmer'],http://books.google.com/books/content?id=TP4oDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=TP4oDwAAQBAJ&printsec=frontcover&dq=Riverworld+and+Other+Stories&hl=&cd=1&source=gbs_api,Open Road Media,8/8/2017,https://play.google.com/store/books/details?id=TP4oDwAAQBAJ&source=gbs_api,['Fiction'],
1554040604,Space Stations and Graveyards,Space Stations and Graveyards is a collaborative effort involving three of the most talented young horror writers today. Space Stations and Graveyards is a collection of 24 stories that reflect their love of science fiction and horror. And many of the stories within are actually an amalgam of the two genres. This book is a treat for the mind and soul... a Must Read for those familiar with these talented writers... and a Gotta Try for those that are not!,"['Brannon Jason', 'S. Brown Eric', 'Grover John']",http://books.google.com/books/content?id=o6WATmLQK9IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=o6WATmLQK9IC&dq=Space+Stations+and+Graveyards&hl=&cd=1&source=gbs_api,Double Dragon Pub,6/2/2003,http://books.google.nl/books?id=o6WATmLQK9IC&dq=Space+Stations+and+Graveyards&hl=&source=gbs_api,['Fiction'],
B00005X3W6,Voices in Summer,"A phenomenal, heartwarming tale by the much-loved Rosamunde Pilcher. Laura, newly married and ever conscious she may be living in the shadow of her husband Alec's first wife, decides to take a holiday with his family in Cornwall. Through the long hot summer days she is slowly charmed by the beautiful old house and the people she learns to know and love. In time her uneasy spirit is soothed by the sparkling, brilliant sea, and her restless heart finally calmed. But is this new-found tranquillity too good to be true? For with the arrival of an anonymous letter, one accusing her of having an affair, Laura's world is thrown into turmoil . . .",['Rosamunde Pilcher'],http://books.google.com/books/content?id=fyntDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fyntDwAAQBAJ&pg=PT2&dq=Voices+in+Summer&hl=&cd=1&source=gbs_api,Hachette UK,7/1/2020,https://play.google.com/store/books/details?id=fyntDwAAQBAJ&source=gbs_api,"['Fiction, romance, historical fiction, adult fiction']",4
756402905,Heartwood: Trickster's Game #1,"Year after year, season after season, for as long as Darak's people could remember, the battle of the Oak and the Holly had taken place, bringing an end to Winter and the rebirth of Spring. But this year the battle went wrong as Darak's brother became possessed by the spirit of the Holly. To free him, Darak must undertake a quest to restore the very balance of nature.",['Barbara Campbell'],http://books.google.com/books/content?id=UPjYJS5nNPYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=UPjYJS5nNPYC&printsec=frontcover&dq=Heartwood:+Trickster%27s+Game&hl=&cd=1&source=gbs_api,Penguin,5/3/2005,https://play.google.com/store/books/details?id=UPjYJS5nNPYC&source=gbs_api,['Fiction'],1
373271824,Born In Secret (Firstborn Sons) (Silhouette Intimate Moments),"""I've courted danger all my life."" –Walker James, international spy",['Kylie Brant'],http://books.google.com/books/content?id=D1ZnAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=D1ZnAgAAQBAJ&pg=PT8&dq=Born+In+Secret+(Firstborn+Sons)+(Silhouette+Intimate+Moments)&hl=&cd=1&source=gbs_api,HarperCollins UK,2/28/2014,https://play.google.com/store/books/details?id=D1ZnAgAAQBAJ&source=gbs_api,"['Fiction, romance, contemporary romance']",
037542282X,The Stone that the Builder Refused: A Novel,"The Stone that the Builder Refused is the final volume of Madison Smartt Bell’s masterful trilogy about the Haitian Revolution–the first successful slave revolution in history–which begins with All Souls' Rising (a finalist for the National Book Award and the PEN/Faulkner Award) and continues with Master of the Crossroads. Each of these three novels can be read independently of the two others; of the trilogy, The Baltimore Sun has said, “[It] will make an indelible mark on literary history–one worthy of occupying the same shelf as Tolstoy’s War and Peace.”",['Madison Smartt Bell'],http://books.google.com/books/content?id=cHir6mDPmtwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=cHir6mDPmtwC&printsec=frontcover&dq=The+Stone+that+the+Builder+Refused:+A+Novel&hl=&cd=1&source=gbs_api,Vintage,12/18/2007,https://play.google.com/store/books/details?id=cHir6mDPmtwC&source=gbs_api,"['historical fiction, american']",
805055916,The Manikin: A Novel,"The Manikin is not a mannequin, but the curious estate of Henry Craxton, Sr. in a rural western New York State. Dubbed the ""Henry Ford of Natural History,"" by 1917 Craxton has become America's preeminent taxidermist. Into this magic box of a world-filled with eerily inanimate gibbons and bats, owls and peacocks, quetzals and crocodiles-wanders young Peg Griswood, daughter of Craxton's newest housekeeper. Part coming-of-age story, part gothic mystery, and part exploration of the intimate embrace between art and life, Joanna Scott's The Manikin is compulsively readable and beautifully written.",['Joanna Scott'],http://books.google.com/books/content?id=CJtVCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=CJtVCgAAQBAJ&printsec=frontcover&dq=The+Manikin:+A+Novel&hl=&cd=1&source=gbs_api,Picador,9/1/2015,https://play.google.com/store/books/details?id=CJtVCgAAQBAJ&source=gbs_api,['Fiction'],
097553310X,Victorian Erotica,"No-one can read the thousands of erotic books and pamphlets that the English reading public were offered in the 19th Century. This anthology hopes to stimulate readers into exploring further erotic adventures by offering a selection of Victorian pleasures. This anthology of delicious and deviant love combines bawdy, obscene, salacious and humorous stories where themes of sado-masochism, incest and flagellation recur, sometimes shocking but often affectionate.","['Major LaCaritilie', 'Magic Carpet Books']",http://books.google.com/books/content?id=0IphAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=0IphAAAACAAJ&dq=The+Collector%27s+Edition+of+Victorian+Erotica&hl=&cd=1&source=gbs_api,Magic Carpet Books Incorporated,2004,http://books.google.nl/books?id=0IphAAAACAAJ&dq=The+Collector%27s+Edition+of+Victorian+Erotica&hl=&source=gbs_api,['Fiction'],
B0007FSDKC,The Handsome road,"A saga of Louisiana by an author who “belongs among those Southern novelists who are trying to interpret the South and its past in critical terms” (The New York Times). Published in the late 1930s by New York Times–bestselling author Gwen Bristow, the Plantation Trilogy is an epic series of novels that bring to life the history of Louisiana—from its settlement in the late eighteenth century to the realities of slavery and poverty to the post–World War I era—via the intertwined lives of the members of three families: the Sheramys, the Larnes, and the Upjohns. Deep Summer is the story of Puritan pioneer Judith Sheramy and adventurer Philip Larne, who marry and strive to build an empire in the Louisiana wilderness during the American Revolution. The Handsome Road tells the story of plantation mistress Ann Sheramy Larne and poor seamstress Corrie May Upjohn, who forge an unlikely bond of friendship as they struggle to survive the cataclysms of the Civil War and Reconstruction. This Side of Glory presents the story of Eleanor Upjohn, a modern young woman in the early twentieth century who marries charming Kester Larne and struggles to save the debt-ridden plantation that her husband’s ancestors founded more than one hundred years ago.",['Gwen Bristow'],http://books.google.com/books/content?id=hvycBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=hvycBwAAQBAJ&printsec=frontcover&dq=The+Handsome+road&hl=&cd=1&source=gbs_api,Open Road Media,5/12/2015,https://play.google.com/store/books/details?id=hvycBwAAQBAJ&source=gbs_api,"['Fiction, historical fiction, historical romance, american civil war']",2
